,smiles,exp
520,CC(=O)c1ccc(nc1)N2CCN(CC2)S(=O)(=O)C[C@]34CC[C@H](CC3=O)C4(C)C,2.21
2573,Cc1ccccc1N2C(=Nc3cccc(C)c3C2=O)Cn4cnc5c(N)ncnc45,2.6
735,C[C@@H](O)[C@@H](CO)Nc1nc(SCc2cccc(F)c2F)nc3nc(N)sc13,2.83
3818,OC(=O)CCC(=O)N1CCC(CC1)c2onc(n2)c3cccs3,-1.27
2106,OCC(CO)NC(=O)CN1C(=O)C(Cc2ccccc12)NC(=O)c3cc4cc(Cl)sc4[nH]3,2.61
2679,COc1ccc(cc1)N2Sc3ccccc3C2=O,3.02
592,O=C(Nc1ccccc1)c2oc3ccccc3c2,3.44
1303,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1OC4CCN(CC(=O)N)CC4,3.1
1387,NC(=O)c1cc2ccccc2nc1N,1.07
2792,COc1cc(OC)c(cc1NC(=O)C)S(=O)(=O)N2C(C)Cc3ccccc23,1.95
3189,C[C@@H](Oc1cccc2ncnc(Nc3ccc4c(cnn4Cc5ccccn5)c3)c12)C(=O)N(C)C,2.89
4008,Clc1ccc2OCOc2c1Nc3ncnc4cc(OCCCN5CCCC5)cc(OC6CCOCC6)c34,2.3
904,Clc1ccc(CN2CCNCC2)cc1C(=O)NCC34CC5CC(CC(C5)C3)C4,1.84
3658,Clc1ccc(Cl)c(c1)S(=O)(=O)Nc2nc(cs2)c3sccc3Cl,2.11
1279,CC(C)C[C@H](NC(=O)N1CCOCC1)C(=O)NCC#N,0.08
3442,Cc1ccc(NC(=O)c2cccc(c2)N3CCOCC3)cc1NC(=O)c4ccc(OCc5ccncc5)cc4,3.2
4113,Nc1n[nH]c2ncc3CCCCCCc3c12,2.54
2308,Cc1ccc(cc1NC(=O)c2ccc(OCc3ccccn3)cc2)c4ccc(N)nn4,2.47
3423,COc1cc(F)ccc1c2cncc(CNC(=O)C3CCC3)c2,3.2
3535,CC(O)C(C)OC(=O)[C@@H]1CC2C(Cc3cn(C(C)C)c4cccc2c34)N(C)C1,2.8
3414,CNC(=O)c1cccc2c1c(Sc3ccc(Cl)cc3)c(C)n2CC(=O)O,-0.89
706,CC(=O)Nc1ccc(cc1)c2ccnc(Nc3ccc(cc3)N4CCOCC4)n2,2.91
3801,Cc1ccc([nH]1)C(=O)NC2CCN(CC2)c3cc(cc(Cl)n3)C(=O)N,2.64
745,COc1ccc(CNC(=O)c2sc3nc(C)cc(C)c3c2N)cc1,3.85
1939,CC(=O)Nc1ccc2ccn(c3cc(NCCCN4CCCC4)n5ncc(C#N)c5n3)c2c1,1.87
3334,CC(NC(=O)C)c1ccc(Nc2ncc3cc(ccc3n2)c4ccncc4)cc1,3.1
2819,Fc1cc(c(F)cc1Oc2ccc(Cl)cc2c3ccnn3C4CNC4)S(=O)(=O)Nc5ncns5,1.0
513,CC(=O)Nc1ccc2ccn(c3cc(Nc4ccn(C)n4)n5ncc(C#N)c5n3)c2c1,3.57
81,COC(=O)c1ccc(C)c(NS(=O)(=O)c2ccc3N(C)SC(=O)c3c2)c1,2.6
4179,CCNC(=O)Nc1nc2cc(ccc2[nH]1)c3cccnc3,2.34
1308,Fc1ccc(CN2CCN(CC2)[C@H](c3ccc(cc3)C(=O)N4CCC4)c5cccc(NC(=O)C6CC6)c5)cc1,3.58
3577,NC(=N)c1cc2c(\C=C\c3ccc4OCOc4c3)cccc2s1,2.2
914,Cc1ccc(OC(=O)N2CCN3CCC2CC3)cc1,1.02
3967,CCCC(=O)Nc1ccc(OCC(O)CNC(C)C)c(c1)C(=O)C,-0.27
3951,COc1cccc(OC)c1c2ccc(C[C@H](NC(=O)c3c(Cl)cccc3Cl)C(=O)O)cc2,-0.27
774,Cc1cc(C)c2c(N)c(sc2n1)C(=O)NC3CC3,2.53
329,Cc1ccc(Cl)c(Nc2ccccc2C(=O)O)c1Cl,2.33
2054,Cc1ccnc(NCc2ccccc2)c1,3.08
2001,CN([C@H]1CC[C@@]2(CCCO2)C[C@@H]1N3CCCC3)C(=O)Cc4ccccc4,0.99
943,CC(C)N1C(=O)N(CC2CC2)c3nn(Cc4ccnc5ccc(Cl)cc45)c(c6cncn6C)c3C1=O,4.02
822,O=C(NC1=CC(=CNC1=O)c2ccncc2)[C@H](Cc3ccccc3)NC4(CC4)c5ccccn5,3.44
3543,CC(C)C(NC(=O)CN1C(=O)C(=CC=C1c2ccccc2)NC(=O)CN3C(=O)CCC3=O)C(=O)C(F)(F)F,0.96
909,COC(=O)NC1=CN=C(N(CC(=O)NC(C(C)C)C(=O)C(F)(F)F)C1=O)c2ccc(F)cc2,1.82
2516,O=C(N1CCOCC1)N2CCn3cc(C4=C(C(=O)NC4=O)c5cnc6ccccn56)c7cccc(C2)c37,1.79
181,CC(C)C(NC(=O)CN1C(=O)C(=CC=C1c2ccccc2)NS(=O)(=O)C)C(=O)C(F)(F)F,1.77
164,FC(F)(F)c1nnc2ccc(nn12)N3CCCCC3,3.0
1523,Cc1cc(ccn1)c2ccc(cc2)c3nc4ccncc4c(O)c3C#N,1.6
451,Nc1n[nH]cc1c2cc(ccc2Oc3cc(F)c(cc3Cl)S(=O)(=O)Nc4cscn4)C(F)(F)F,2.65
2538,COc1ccc2NC(=O)C(NC(=O)c3ccccc3OC)N=C(c4ccccc4)c2c1,3.8
1311,CN1C(=O)N(CC2CC2)c3nn(Cc4ccnc5ccc(Cl)cc45)c(c6oc(cc6Cl)S(=O)(=O)C)c3C1=O,3.97
1111,FC(F)(F)c1cc(COCC(N2CCNCC2)c3cccc(Cl)c3)cc(c1)C(F)(F)F,4.2
3574,CCCCc1nc2c(N)nc3ccccc3c2n1CC(C)(C)O,2.37
1287,CC1=CN([C@H]2CCCN(C2)S(=O)(=O)c3ccc(O)c(Oc4cccc(Br)c4)c3)C(=O)NC1=O,2.3
2978,OC[C@H](O)CN1C(=O)C(Cc2ccccc12)NC(=O)c3cc4cc(Cl)ccc4[nH]3,3.4
327,CC(C)N1CCN(Cc2oc(nc2)c3cc(cc4[nH]ncc34)c5cccc6[nH]ccc56)CC1,3.49
1790,CCn1cc(NC(=O)Cc2ccc(Oc3ccnc4cc(F)ccc34)cc2OC)cn1,3.93
2490,CC(C)n1c(C)ncc1c2ccnc(Nc3ccc(cc3)S(=O)(=O)CCCN(C)C)n2,1.32
3822,Cc1oc(CN2NC(=O)C3=C(C2=O)C(=O)c4ccc(Cl)cc4N3)cc1C,1.0
2007,NC(=O)Nc1sc(cc1C(=O)N[C@H]2CCCNC2)c3ccc(F)cc3,1.76
1858,NC(=O)N(c1ccc(C(=O)N)c(n1)c2ccc(F)cc2F)c3c(F)cccc3F,1.6
3792,CCCN1CCC(CC1)Oc2nccc(Nc3cc(NC(=O)c4cccc(c4)N5CCOCC5)ccc3C)n2,2.6
312,CCOc1ccc2oc(C(=O)NC(CCSC)c3nc4ncccc4[nH]3)c(C)c2c1,4.23
832,CCN(CCO)CCCC(C)Nc1ccnc2cc(Cl)ccc12,0.77
1201,COC[C@H](C)Oc1cc(Oc2cc(F)cc(F)c2)cc(c1)C(=O)Nc3ccc(cn3)C(=O)O,1.36
3311,Clc1ccc(OC2CCN(CC2)C3CCN(CC3)S(=O)(=O)NC(=O)c4ccccc4)cc1Cl,2.14
3331,CC1=C(C(=O)c2ccc(O)cc2O1)c3ccccc3,2.95
2134,Oc1ccccc1OCC(=O)NC2CCCC2,2.31
2209,Cc1ccc(cc1)S(=O)(=O)Nc2c(cnn2c3ccccc3)C(=O)NC4CCCCC4,0.8
3320,C[C@H](N)COc1c(C)cccc1C,0.6
1481,Cc1c(Sc2ccc(Cl)cc2)c3c(cccc3n1CC(=O)O)c4ccccc4,2.61
777,COC(=O)CCC(=O)Nc1ccc2C(=O)C(=O)c3ccccc3c2c1,2.72
799,CC(C)c1ccccc1Cc2cc(C(=O)Nc3ccc(cc3)S(=O)(=O)c4ccccc4C(C)(C)C)c(O)c(O)c2O,3.44
54,C[C@H](NC(=O)c1c(C)nn(C2CCCC2)c1NS(=O)(=O)c3ccc(C)cc3)C(C)(C)C,2.0
1920,COc1cc2ncc(C(=O)N)c(Nc3cc(C)ccc3F)c2cc1OC,3.16
3720,CC(C)n1c(C)ncc1c2ccnc(Nc3ccc(C(=O)N(C)C)c(F)c3)n2,2.74
3160,C(CN1CCCC1)Oc2ccc(Nc3ncc4cc(ccc4n3)c5ccncc5)cc2,2.66
1701,CCC(CO)NCCNC(CC)CO,-1.42
2161,CCS(=O)(=O)c1ccc(Oc2cc3nc([nH]c3cc2CN4C(=O)CCC4=O)c5ccccn5)cc1,2.0
4036,CC(C)COc1cc(ccc1NC(=O)CN2CCOCC2)c3cccc4C(=O)C=C(Oc34)N5CCOCC5,3.8
987,COc1cc(ccc1Nc2ncc3N(C)C(=O)CCN(C4CCCCC4)c3n2)C(=O)NC5CCN(C)CC5,2.87
3389,CC(=O)N1CCOc2nc(OCc3ccccc3)ccc12,2.4
3083,Fc1ccc(F)c(NS(=O)(=O)c2ccc(Cl)cc2)c1,2.9
1394,COc1ccc2CCC(=O)N(CCN3CCC(CC3)NCc4ccc5OCC(=O)Nc5n4)c2c1,0.66
2637,c1ccc(cc1)c2c[nH]c(n2)c3ccccc3,3.8
768,CCOc1cc2nnc(C(=O)N)c(Nc3cccc(Cl)c3F)c2cc1N4CCN(C)CC4,1.99
3817,FC(F)(F)c1cccc(c1)S(=O)(=O)NC(=O)N2CCC(CC2)N3CCC(CC3)Oc4ccc(Cl)c(Cl)c4,2.94
285,COc1ccc(cc1OC)N2CCN(CC2)C(=O)[C@@H]3CCCC[C@H]3C(=O)NC4(CC4)C#N,1.4
3794,COc1cnc(nc1N2CCOCC2)c3ccccn3,1.52
428,Oc1ccc(cc1)C2CNCCc3c(Cl)c(O)c(O)cc23,0.87
2332,CNCc1ccc(cc1)c2[nH]c3cc(F)cc4C(=O)NCCc2c34,1.17
2717,CC1=CN([C@H]2CCCN(C2)S(=O)(=O)c3ccc(C(=O)N)c(Oc4cccc(Cl)c4)c3)C(=O)NC1=O,1.96
2079,OC1(CN2CCC1CC2)c3ccc(cc3)c4ccccc4,1.5
722,CS(=O)(=O)Cc1cc(nc(n1)c2cccc3cc[nH]c23)N4CCOCC4,2.8
951,COc1ccc(cc1)c2ccnc(N)n2,2.08
3273,CC1=CN(C2CCCN(Cc3cccc(Oc4ccc(Cl)cc4)c3)C2)C(=O)NC1=O,3.38
2262,Clc1ccc(OC2CCN(CC2)C3CCN(CC3)C(=O)C4=CNC(=O)c5ccccc45)cc1Cl,3.51
989,Cc1ccc(OCC(=O)O)c(c1)n2nc3ccccc3n2,-0.84
4153,Fc1ccc(CNC(=O)CCS(=O)(=O)c2ccc(Br)cc2)cc1,3.1
2905,NC(=O)C([C@@H]1CCN(CCc2ccc3OCCc3c2)C1)(c4ccccc4)c5ccccc5,2.79
326,CC1N(C(=O)c2ccccc2)c3ccccc3NC1=O,2.11
2608,COc1cc(OC)c(cc1NC(=O)C)S(=O)(=O)N(C)c2ccccc2,1.1
1383,C[C@@H](C[C@@](C)(CS(=O)(=O)N1CCN(CCc2ccc(Cl)cc2Cl)CC1)N(O)C=O)c3ncc(F)cn3,3.27
1724,Cc1cc(OCCCS(=O)(=O)C)cc(C)c1c2cccc(COc3ccc4[C@H](CC(=O)O)COc4c3)c2,2.3
1086,CC(=O)Nc1cccc(Nc2ncnc(n2)N3CCC(CC3)OCc4ccc(OC(F)(F)F)cc4)c1C,4.4
3459,COc1ccc2ncc(F)c(CCN3CCC(CC3)NCc4ccc5OCC(=O)Nc5n4)c2n1,1.78
341,C[C@@H]1CN(CCN1c2ncc(OCc3ccncc3C#N)cn2)c4noc(n4)C5CC5,3.1
147,Oc1ccc(cc1)N2C=Nc3cc(O)ccc3C2=O,1.6
3346,CC1=CC2=NNC(=O)N2c3cc(ccc13)c4ccncc4,2.29
1107,CCN(CC)C(C)C(=O)c1ccccc1,1.18
848,C[C@@H](NC(=O)C)c1ccc(Nc2ncc3cc(cc(C)c3n2)c4ccncc4)cc1,3.46
966,c1ccc(nc1)c2nc3ccccc3[nH]2,2.5
3531,CC(C)[C@H](NC(=O)C[C@H](NC(=O)\C=C\c1ccccc1)c2ccccc2)C(=O)[C@H]3[C@H](C)C(=O)NC3=O,1.91
2203,COc1cc2cc(nc(C)c2cc1OC)c3ccc(O)cc3O,3.9
3176,Cn1ncc2C(=O)NC(=Nc12)c3ccccc3,1.61
661,COc1cc(c(OC)nn1)c2c(F)ccc3c(N)c(nnc23)C(=O)NC4CC4,2.75
1002,CN1CCNc2nc(CCOc3ccc(C[C@H](NC(=O)c4c(Cl)cccc4Cl)C(=O)O)cc3)ccc12,0.07
3350,CC(Oc1c(Cl)cccc1Cl)C2=NCCN2,0.48
3618,COc1ccc(cc1)c2cc(O)nc(N)n2,1.52
3353,c1ccc(nc1)c2n[nH]c(n2)c3ccncc3,1.48
3821,Cc1cc(C)nc(SCC(=O)N)n1,0.23
1879,Oc1ccc(O)c2C(=O)C=CC(=O)c12,1.91
4055,CC1=NC(C)(N=C1N)c2cccc(c2)c3cccnc3,1.7
1203,Fc1cccc(c1)C(COCc2cc(cc(c2)C(F)(F)F)C(F)(F)F)N3CCNCC3,3.2
1990,C(Nc1nc2ccccc2[nH]1)c3ccccc3,2.76
24,CNCC[C@@H](Oc1ccccc1C)c2ccccc2,1.2
4045,CC(C)(C)OC(=O)N1CCN(CC1)c2ncc(OCc3ccncc3S(=O)(=O)C)cn2,2.4
3286,CC1=CC2=NNC(=O)N2c3cc(ccc13)c4cn[nH]c4,2.13
3961,Nc1cc(nc2c(cnn12)C#N)c3ccccc3,2.48
3521,c1ccc2[nH]c(nc2c1)c3cscn3,2.35
875,CC(C)[C@H](N)C(=O)OCCOCn1cnc2C(=O)N=C(N)Nc12,-1.3
4062,CCS(=O)(=O)c1ccc(cc1)c2cc(Cl)ccc2OCC(=O)O,-0.78
938,Cc1ccc2c(c1)c(Sc3ccc(Cl)cc3)c(C)n2CC(=O)O,2.18
2687,OC(=O)[C@H](Cc1ccc(CCCCNc2ccccn2)cc1)NC(=O)c3c(Cl)cccc3Cl,0.51
2394,Nc1ccc(OCCc2ccccc2)cc1,2.71
3601,CCCCn1c(Cc2cc(OC)c(OC)c(OC)c2)nc3c(N)ncnc13,2.39
4183,Oc1c(C#N)c(nc2ccncc12)c3ccc(cc3)c4ccccc4OC(F)(F)F,3.45
385,CN1CCCC(CN2CCN(CC2)C(=O)Nc3ccc(Cl)c(Cl)c3)C1,1.98
4056,COc1cc(F)ccc1c2cc(CNC3CCCC3)ccn2,1.71
3603,OC(=O)CCc1ccc(NCc2cccc(Oc3ccccc3)c2)cc1,2.1
3685,CC(C)n1c(C)ncc1c2nc(Nc3ccc(C(=O)N)c(F)c3)ncc2F,3.14
2291,CCCS(=O)(=O)N1N=Cc2cc(Cl)ccc2B1O,-0.4
2991,CN1C(=O)NC(=O)C(C)(C2=CCCCC2)C1=O,1.5
936,COc1ccc(Sc2c(C)n(CC(=O)O)c3ccc(C)cc23)cc1,1.01
3712,NS(=O)(=O)c1cccc(Nc2nccc(Nc3c(Cl)ccc4OCOc34)n2)c1,2.97
2360,CC(C)(C)NC(=O)Nc1cccc(CN2NC(=O)C3=C(C2=O)C(=O)c4ccc(Cl)cc4N3)c1,1.77
201,Clc1ccccc1CCNC(=O)c2cc(ccc2Cl)N3N=CC(=O)NC3=O,1.29
1332,Oc1cc(OCc2ccccc2)ccn1,1.69
2708,Cc1ccc(CN2[C@@H]3CC[C@H]2C[C@@H](C3)Oc4cccc(c4)C(=O)N)s1,2.44
1934,CC(C)C(NC(=O)CN1C(=O)C(=CC=C1c2ccccc2)NC(=O)NCc3ccncc3)C(=O)C(F)(F)F,2.16
935,COc1cc2ncc(C(=O)N)c(Nc3ccc(F)cc3F)c2cc1NCCN4CCCCC4,2.52
2418,CN1CC(c2ccc(Cl)cc2)c3ccccc3C1,3.64
566,CN(C1CCN(Cc2ccc(cn2)C(F)(F)F)CC1)C(=O)Cc3ccc(cc3)n4cnnn4,1.9
1854,Nc1nc2ccc(cc2[nH]1)C(=O)c3ccccc3,2.29
2872,Brc1cnc(Nc2cccc(NC(=O)N3CCCC3)c2)nc1NCCCNC(=O)c4cccs4,4.13
3472,CNC1=Nc2ncccc2C(=NC1c3cccs3)c4ccns4,2.15
2467,COc1ccc(cc1)c2cc3c(N[C@H]4CCCNC4)ncc(C(=O)N)c3s2,1.82
1645,OC(=O)[C@H](Cc1ccc(OCCc2ccc3OCCNc3n2)cc1)NC(=O)c4c(Cl)cccc4Cl,-0.18
3747,COc1ccc(Nc2ccccc2C(=O)O)cc1,1.2
2861,N[C@@H](Cc1cccs1)C(=O)N[C@@]2(C[C@@H]2c3ccccc3)C#N,1.3
1792,Cn1cc(cc1c2c3C(=O)N(CC=C)C(=O)N(CC4CC4)c3nn2Cc5ccnc6ccc(Cl)cc56)C#N,4.27
1430,CCC1(CCCCN(C)C1)c2cccc(O)c2,0.8
2826,CC1=C(C(=O)N(C[C@H](N)c2ccccc2)C(=O)N1Cc3c(F)cccc3F)c4ccc5OCOc5c4,2.67
3318,CCN(CC)CCn1c2ccccc2c3cnc(N)c(C#N)c13,2.7
1013,COCCCNS(=O)(=O)c1ccc(Nc2nccc(n2)c3cnc4ccccn34)cc1,3.41
1928,C1CNCC(C1)c2nc3ccccc3s2,1.0
3530,CC1(CC(=O)NC(=N1)N)c2ccc(Cl)c(Cl)c2,1.59
126,CN1CCN(CC1)C2=Nc3cc(Cl)ccc3Nc4ccccc24,3.08
2998,COC(=O)c1c(O)cccc1OC\C=C\c2ccc(F)c(c2)c3onc(c3)C(=O)O,0.66
1347,CCC(=O)N[C@H]1CC[C@H](C1)C(=O)N(C)c2ccc(cc2)c3oc4ccccc4n3,3.4
355,CN(C)CC(O)COc1ccc(Nc2cc(Nc3cc(C)ccc3Cl)ncn2)cc1,2.16
2730,COc1cc2N(CCN3CCC(CC3)NCc4cc5OCCOc5cn4)C(=O)C=Cc2cn1,0.68
827,CS(=O)(=O)c1ccc(cc1)[C@@H](O)[C@@H](CF)NC(=O)C(Cl)Cl,0.44
1639,Cc1ccc(cc1)C(=O)N(CCCN)CC2=Nc3cc(Cl)ccc3C(=O)N2Cc4ccccc4,1.47
984,CN[C@@H](C)C(=O)N[C@@H](C1CCCCC1)C(=O)N[C@H]2CCN(Cc3ccccc3)C2,1.49
2188,Nc1[nH]nc2cccc(Cl)c12,1.92
3666,O[C@H](CNC(=O)c1c[nH]nc1C2CC2)CN3CCC(CC3)Oc4ccc(Cl)c(Cl)c4,3.15
2443,COc1ccc(cc1)N2CCN(CC2)C(=O)[C@@H]3CCCC[C@H]3C(=O)NC4(CC4)C#N,1.74
362,CN(C)CC(O)COc1ccc(Nc2cc(ncn2)N(CC#N)c3cc(Cl)ccc3Cl)cc1,2.1
2349,NC(=O)c1cc(C(=O)N)n(n1)c2cccc(c2)c3cc(ccc3C(F)(F)F)C(F)(F)F,3.4
345,CN1CCN(CC1)c2cc(F)cc3C(=O)C=C(Nc23)C(=O)Nc4ccc(cc4)N5CCOCC5,2.7
2949,Oc1ccc(CCNCCS(=O)(=O)CCCOCCc2nccc3ccccc23)c4sc(O)nc14,2.35
3656,CN1C(=O)C=C(CCc2ccc3cc[nH]c3c2)N=C1N,2.1
711,COc1ccc(NC(=O)CSc2nnc(C)n2c3ccc(C)cc3)cc1,2.94
2964,CN1SC(=O)c2cc(ccc12)S(=O)(=O)N,0.3
3956,OC(C(=O)c1ccccc1)c2ccccc2,2.13
2954,Cn1cc(cc1C=O)C(=O)CCCCOc2ccc(cc2)C(=O)O,0.14
10,CS(=O)(=O)c1ccc(Oc2ccc(cc2)C#C[C@]3(O)CN4CCC3CC4)cc1,1.51
3460,CCN(CC)CCN1C(=O)CN=C(c2ccccc2F)c3cc(Cl)ccc13,2.38
2116,Cn1ncc(Cl)c1c2cc(sc2Cl)C(=O)N[C@H](CN)Cc3cccc(F)c3,2.99
1834,CC[C@H](NC(=O)c1c([S+](C)[O-])c(nc2ccccc12)c3cccs3)c4ccccc4,3.56
793,CCCCOc1nc(N)c2NC(=O)N(Cc3cccc(CC(=O)OC)c3)c2n1,3.76
3972,C[C@@H]1CN(CCN1c2ncc(OCc3ccncc3C#N)cn2)c4noc(n4)C(F)(F)F,3.95
2802,CN(C(CN1CCCC1)c2ccccc2)C(=O)Cc3ccc(Cl)c(Cl)c3,3.38
2674,CC1=NC(=C(NC1=O)c2ccccc2)c3ccc(CN4CCC(CC4)N5C(=O)Nc6ccccc56)cc3,3.8
94,CCN1CCN(CC1)c2ccc(Nc3cc(ncn3)N(C)C(=O)Nc4c(Cl)c(OC)cc(OC)c4Cl)cc2,3.7
129,CNCC[C@H](Oc1ccc(cc1)C(F)(F)F)c2ccccc2,1.89
2891,Cc1oc(nc1CCOc2ccc(C[C@H](Nc3ccccc3C(=O)c4ccccc4)C(=O)O)cc2)c5ccccc5,3.5
2371,CN(C1CCN(Cc2ccc(cc2)C(F)(F)F)CC1)C(=O)Cc3ccc(cc3)n4cnnn4,3.0
3204,c1ccc2cnccc2c1,1.6
4128,CC(O)(C(=O)Nc1ccc(cc1)S(=O)(=O)c2cccnc2)C(F)(F)F,2.08
2263,COc1ccc2OCC(=O)N(CCN3CCC(CC3)NCc4ccc5OCC(=O)Nc5n4)c2c1,0.87
1900,COc1ccc(OC(F)(F)F)cc1CN[C@H]2CCCN[C@H]2c3ccccc3,2.9
3138,O=C(Nc1ccc(nc1)N2CCOCC2)c3oc(Nc4cccc(OCc5cccnc5)c4)nn3,3.3
3434,CC(C)(C)c1ccc(cc1)c2n[nH]c(NC(=O)c3ccccc3Cl)c2Br,4.3
1932,CN(C)c1ccccc1S(=O)(=O)NC(=O)N2CCC(CC2)N3CCC(CC3)Oc4ccc(Cl)c(Cl)c4,1.74
3163,CO[C@H]1CN(CCN2C(=O)C=Cc3ccc(cc23)C#N)CC[C@@H]1NCc4cc5OCCOc5cn4,1.05
3074,CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O,2.9
2912,CC(CCc1ccccc1)NCC(O)c2ccc(O)c(c2)C(=O)N,1.06
1865,CCOc1cccc(\C=C\2/SC(=O)NC2=O)c1N3CCC[C@@H](N)C3,1.86
1658,Nc1ccc2C(=O)C(=O)c3ccccc3c2c1,2.39
516,COc1cccc2c(O)cc(nc12)c3ccccc3,2.3
1857,CC(C)Oc1ccc2C(=O)C(=COc2c1)c3ccccc3,4.07
2645,Nc1c2C(=O)N(Cc2nc3c(cccc13)c4ncccn4)C5CCC5,1.85
2243,COc1cc(CNc2nc3ccccc3[nH]2)cc(OC)c1OC,2.36
1277,O[C@H](CNS(=O)(=O)c1cccc(c1)C#N)CN2CCC(CC2)Oc3ccc(Cl)c(Cl)c3,3.42
2336,Nc1ccc(Cl)c(c1)c2oc3cccnc3n2,1.97
950,COc1ccc(cn1)c2ccc3nc(N)sc3c2,3.2
1120,CC(=O)Nc1ccc2c(c1)c(cn2CCO)c3cc(NC4CC4)n5ncc(C#N)c5n3,2.71
2597,C(Nc1ncnc2ccccc12)c3ccccc3,3.21
2204,Cc1cc(NC(=O)Nc2ccc(Cl)cc2)n(n1)c3ccccc3,4.15
419,CC(=O)Nc1ccc2nc(cc(O)c2c1)c3cccc(F)c3,2.41
922,Nc1ccccc1NC(=O)c2ccc(cc2)c3ncc(CN4CCC4)cc3C#N,1.22
3151,CNc1c(cnc2[nH]c(nc12)c3ccc(OCCN4CCOCC4)cc3)C(=O)N,2.14
477,COC1(CCOCC1)c2ccc(NC(=O)C3=CC(=O)c4cc(F)cc(c4O3)c5c(C)nn(C)c5C)cn2,2.98
2035,CCN(CC)C(=O)c1ccc(cc1)C(=C2CCNCC2)c3ccc(Cl)c(Cl)c3,2.4
3121,CCCN(CCC)S(=O)(=O)c1ccc(cc1)C(=O)O,0.03
1692,OB1N(C(=Nc2ccccc12)S)c3cccnc3,-0.62
3169,CCCNC(=O)c1nnc2c(cccc2c1N)c3cnccc3OC,2.83
1471,CCCSc1nc(N[C@@H]2C[C@H]2c3ccccc3)c4nnn([C@@H]5C[C@@H]([C@@H](O)[C@H]5O)C(=O)N)c4n1,2.05
2601,CCN(CC)CCNC(=O)c1c(C)[nH]c(\C=C\2/C(=O)Nc3ccc(Cl)cc23)c1C,2.75
1202,CCC(C)(C)C[C@@H](N1CCC[C@@H](C1)N2C=C(C)C(=O)NC2=O)c3ccc(C(=O)O)c(Oc4cccc(Cl)c4)c3,1.37
2438,Cc1cccc2c(CCNCc3cccc(CCNC[C@H](O)c4ccc(O)c5NC(=O)Sc45)c3)c[nH]c12,1.13
2626,CCCSc1ncccc1C(=O)NC2CCC(F)(F)CC2,2.85
1669,CC1=C(CCN2CCC(CC2)c3noc4cc(F)ccc34)C(=O)N5CCCCC5=N1,2.05
3989,Nc1ccc2c3ccccc3C(=O)c2c1,2.9
1970,Cc1ccc(Oc2ccc(cc2)C(=O)NCc3ccncc3)cc1,3.65
2151,O[C@H](CNC(=O)C1=CNC(=O)c2ccccc12)CN3CCC(CC3)Oc4ccc(Cl)c(Cl)c4,3.42
820,CCN(CC)C(=O)N[C@H]1C[C@H]2[C@@H](Cc3c[nH]c4cccc2c34)N(C)C1,2.73
1997,COc1cnccc1COc2cnc(nc2)N3CCN(CC3)C(=O)OC(C)(C)C,3.8
4106,CN(C)C(=O)[C@H](Cc1ccccc1)NC(=O)c2cc3ccsc3[nH]2,3.1
1248,Nc1nnc(Cc2ccc(Cl)cc2)s1,2.34
3593,C[C@H](Nc1nc(Nc2ncc(C)s2)cc(n1)N3CCOCC3)c4ncc(F)cn4,2.68
2712,COc1cc(OC)c(cc1NC(=S)NCC(=O)O)S(=O)(=O)N2C(C)CCc3ccccc23,-1.04
3828,Cc1cc(CN2Cc3ccccc3C2C(=O)Nc4cc(Cl)ccc4Cl)ccc1OCC(=O)O,2.19
2190,C[C@H]1C[C@H](CN1C#N)NS(=O)(=O)c2cc(Br)ccc2Br,2.13
3762,SC1=Nc2[nH]cnc2C(=O)N1,-1.48
1046,CC(=O)NC[C@H]1CN(C(=O)O1)c2ccc(c(F)c2)n3ccc(c3)C#N,1.6
1888,CC(C)C(NC(=O)CN1C(=O)C(=CC=C1c2ccccc2)NC(=O)Cc3ccc(cc3)C(=O)O)C(=O)C(F)(F)F,0.35
2469,NC(=N)c1cc2c(cccc2s1)c3ccccc3,1.27
2847,CCCCC1=NC2(CCCC2)C(=O)N1Cc3ccc(cc3)c4ccccc4c5nn[nH]n5,1.29
615,CC(C)N1CCC[C@H](CN2C(=Nc3ccc(cc3C2=O)c4ccc(Cl)cc4)C)C1,3.3
1318,CS(=O)(=O)Cc1cc(nc(n1)c2cccc3[nH]ccc23)N4CCOCC4,1.7
1863,NC1=CC2=NNC(=O)N2c3cc(ccc13)c4ccc[nH]4,2.3
2343,Cc1ccc(cc1)C(=O)Oc2ccc(cc2OC(=O)c3ccc(C)cc3)C(O)CNC(C)(C)C,3.57
2449,CCc1nc2ccc(cn2c1N(C)Cc3cccs3)C(=O)NCc4ccc5OCOc5c4,4.1
2136,CCC[C@@H](CNC(=O)c1nc(Cl)c(N)nc1N)[N+](C)(C)CCCc2ccc(OC)cc2,0.4
3525,Oc1nc(nc2ccccc12)c3ccccc3,2.46
1772,CN1C(=O)N(CC2CC2)c3nn(Cc4ccnc5ccc(Cl)cc45)c(c6cncn6C)c3C1=O,2.69
4164,COc1cc(Nc2nc3c(cc2F)ncn3[C@@H](CO)c4ccc(F)cn4)n[nH]1,2.18
131,O=C1C=COc2cc(OCc3ccccc3)ccc12,3.33
3085,CCN(C(=O)Nc1ccccc1)c2ccccc2,3.1
